name,region,variety,rating,notes
Jim Barry The Armagh Shiraz 2016,"Clare Valley, South Australia, Australia",Red Wine,97.0,"The Armagh Shiraz has achieved extraordinary success and is regarded as one of Australia’s highest quality wines.The vineyard was named after the adjoining hamlet of Armagh, established by Irish settlers in 1849 and named after the lush rolling hills of their homeland. Jim Barry planted the 3.3 hectare vineyard in 1968 with Shiraz grapes."
J.J. Prum Graacher Himmelreich Gold Capsule Auslese Riesling 2003,"Mosel, Germany",White Wine,96.0,"""This is really singing. Floral, apricot and mineral notes burst from the glass, and the wine is silky and impeccably balanced. Very concentrated, yet lightweight and elegant, with a fresh aftertaste. Should be brilliant in about 20 years. Drink now through 2025."" –BS "
J.J. Prum Wehlener Sonnenuhr Gold Capsule Auslese Riesling 2012,"Mosel, Germany",White Wine,96.0,"The wines of the Wehlener Sonnenuhr possess an excellent structure, show beautiful, ripe aromas and flavours (typically stone fruits, like peach), a fine minerality and great depth and length. Especially after having been aged for some years, their harmony, finesse and expression is unique. "
J.J. Prum Zeltinger Sonnenuhr Auslese Riesling 2017,"Mosel, Germany",White Wine,97.0,"Highly concentrated, yet light, vibrant wine. The fine botrytis is very well-structured. Great balance. The precise acidity plays charmingly with the wine's fruity aromas and flavors. Great aging potential. "
Jonata El Alma de Jonata 2011,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,96.0,"Heady and colorful nose of red fruit, black Kalamata olive, fresh green herbs and clean, brown earth. It is an experience just smelling this blend. Seductive stuff. A wine of balance and intrigue.Dark bittersweet chocolate, dried leaves, sweet tobacco, black tea and Luxardo cherries. Stays fresh and refined across the palate and finishes with a note of minty coolness and firm yet finetannin. Cooler climate cabernet franc at its complete and complex best."
Jonata El Desafio de Jonata 2013,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,96.0,Ripe red fruit moving to black fruit and fresh mushrooms. Perfumed and lifted. Cassis and freshly turned soil. Stunning combination of black and evergreen. Regal structure that starts out taut and fleshes out with time in the glass. Mint leaves. Coolness. Black olive and smokey fruit. Intense structure with beautifully robust tannins. Classic Jonata Cabernet Sauvignon.
Jonata Fenix 2013,"Ballard Canyon, Santa Barbara, Central Coast, California",Red Wine,96.0,Robust and sexy. A veritable black hole of sweet black fruit and structure. Layers and layers of powdered tannins. Rose petals and cinnamon. Red licorice and dried strawberry. Soft and pillow-like mid palate attack. Immense. Supremely rich. Huge push of herb-laced bold fruit with notes of cedar. Erupts with wonderful fruit push on the finish. Cacao tannins. Salted caramel and toasty oak. Lingers with nuance of dried blueberries and charred steak. 
Jonata La Sangre de Jonata 2010,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,97.0,"An explosively aromatic wine with jasmine, black pepper and hard blackberry candies. Though it is the most powerful of the Jonata reds in 2010, it also already strikes me as the most cohesive and complete at this stage. Unforgettable purity of fruit throughout and a remarkable weight on the palate. This wine boasts the most velvety midpalate of any Sangre to date. It flows across the palate with incredible energy and unmatched power. Seamless! The tannins build slowly at the start and form a formidable tower that will certainly reward cellaring. 2010 Sangre strikes me as a blend between the best aspects of the 2008 and 2009 Sangre in its combination of impenetrable black fruit, formidable extract and surprising brightness. "
Jonata La Sangre de Jonata 2012,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,97.0,"Gamier and darker than the Todos at this stage. Truly lives up to its name. The 2012 is an exotic sangre with ripe fruit, pronounced black pepper, tar and truffle. Perfumed and powerful and equally impressive on the palate. Floods the mouth with densely packed black fruit. So much kinetic energy. Seamless travel across the palate. Even with the remarkable aromatic profile and mind-boggling density, it is the finish that leaves the lasting impression. Perfectly layered tannins slowly subside leaving nothing but subtle fruit and perfectly balanced acidity. Combination of the tension and massive proportions of its 2007 predecessor and the delicate cool climate notes of the ethereal 2010."
Jonata La Sangre de Jonata 2011,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,96.0,"Even at this early stage, it immediately jumps out of the glass aromatically. It displays some similarity at this stage to its older sibling, the legendary 2008. This is the first Sangre to include significant amounts of passito-style dried and whole cluster fermented wines (20%) and also a dollop of Grenache (6%). The resulting notes of dried herbs on the nose and the blast of ripe red fruit on the palate are a welcome addition to the simultaneously chaotic and focused mélange that is Sangre. After all this exotic talk of stem inclusion, drying fruit and Grenache additions, it is remarkable to note that this is the most reserved and elegant of all of the Sangre blends to date. It is beyond perfumed on the nose, but remains tightly coiled on the palate. With time in glass it opens to showcase peeks of velvet and plush richness on the mid palate. The earthy side of Syrah also plays a large role. It is soft and supple with remarkably fine tannins. This is a special Sangre.  "
Jonata La Sangre de Jonata 2013,"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,96.0,"Still tight and closed, which is a great sign for a young Sangre with such a long life ahead. Scents of black plum, black pepper and soy sauce. Savory notes combine with lifted black fruit. Shows its power on the attack with superbly sweet mulberry fruit. Dense and chewy like all of the 2013 reds. Tightly wound with ultra fine tannin wrapped around a savory core. Dried mushroom, clove andblack true. Exceptionally well-endowed Sangre. A wild animal of a wine. Built in a similar mold to the epic 2005 and 2009 Sangre bottlings.  "
Jorge Ordonez Number 4 Esencia (375ML half-bottle) 2004,Spain,Boutique,99.0,"Esencia is a unique wine that incorporates the raisined muscat grape.  After 24 months in barrel, we achieve a partial fermentation of the must.  Alois Kracher, through this wine, sought to convey the essence of the village of Almáchar, in the heart of the Axarquía, famous from time immemorial for its delicious muscat grapes and raisins.  "
Joseph Drouhin Chambertin-Clos de Beze Grand Cru 2015,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,98.0,"A beautiful, intense ruby-red color. Powerful but refined aromas. When the wine is young, the aromas are reminiscent of black cherry and dark chocolate. With age, they evolve towards notes of undergrowth, truffle and liquorice. After 15 years or so, the aromas of candied fruit remain but are mingled with nuances of leather and musk. Tannins provide a good structure, perfectly balanced by the velvety texture of the wine. The long aftertaste brings back the aromas of cherry and liquorice: a kaleidoscope of sensations."
Joseph Drouhin Chambertin-Clos de Beze Grand Cru 2016,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,98.0,"A beautiful, intense ruby-red color. Powerful but refined aromas. When the wine is young, the aromas are reminiscent of black cherry and dark chocolate. With age, they evolve towards notes of undergrowth, truffle and licorice. After 15 years or so, the aromas of candied fruit remain but are mingled with nuances of leather and musk. Tannins provide a good structure, perfectly balanced by the velvety texture of the wine. The long aftertaste brings back the aromas of cherry and licorice: a kaleidoscope of sensations."
Joseph Drouhin Montrachet Marquis de Laguiche 1998,"Burgundy, France",White Wine,96.0,"This world-famous estate belongs to one of the oldest and most aristocratic French families : the Marquis de Laguiche. Out of the 14 different owners, the Marquis de Laguiche family is proprietaire of the largest portion of Le Montrachet, entirely located in Puligny (according to many authorities, the better side). It has been in their hands since 1363. It is ironical that the hillside of Montrachet, producing Burgundys most prestigious white wine (and in some say the worlds most complex), should look so unprepossessing. The etymology of the place-name is actually instructive : the word rachet refers to a poor type of soil where only scrawny bushes can grow. It is therefore on this ""poor, hard, infertile"" soil, which geologists call Bathonian limestone, that the Chardonnay grape develops this unique ""terroir"" character. Montrachet is full bodied and luscious, yet elegant. It is only after a few years in bottle that it will develop its famous complexity and richness. Nose and aftertaste are reminiscent of exotic fruit, honey, liquorice, grilled almond and many other flavours which wine lovers over the years have attempted to analyse. But it is perhaps a musical word which can best describe this glorious wine: a symphony of sensations."
Joseph Jewell Grist Vineyard Zinfandel 2012,"Dry Creek Valley, Sonoma County, California",Red Wine,96.0,"This opulent, food-friendly Zinfandel is made with fruit sourced from 41-year old vines high above the Dry Creek Valley. A compelling nose of bing cherry, blueberry, toffee and black peppercorn precedes mouth-watering acidity and a spicy, tart cherry finish on the palate."
Joseph Phelps Backus Vineyard Cabernet Sauvignon (1.5 Liter Magnum) 2016,"Oakville, Napa Valley, California",Red Wine,98.0,"The 2016 vintage expresses rich red and dark fruit, fragrant violets, rose petals, graphite and black tea aromatics. A wine of great distinction, it melds power and structure with freshness and elegance in seamless layers of ultra-concentrated blueberry and black cherry with hints of baking spices and cassis to a lengthy finish."
Joseph Phelps Backus Vineyard Cabernet Sauvignon 2003,"Oakville, Napa Valley, California",Red Wine,96.0,"The 2003 Backus Cabernet is saturated in color with a dark purple, ruby red hue. The aromas of mocha, minerality, black fruits and graphite are characteristic of this unique, grand cru vineyard in the Oakville appellation. The incredible nose is framed by robust tannins, bright fruit flavors and subtle French oak notes, with a depth and concentration that follows through on the palate. "
Joseph Phelps Backus Vineyard Cabernet Sauvignon 2013,"Oakville, Napa Valley, California",Red Wine,96.0,"Blend: 90% Cabernet Sauvignon, 5% Merlot, 5% Petit Verdot"
Joseph Phelps Backus Vineyard Cabernet Sauvignon 2017,"Oakville, Napa Valley, California",Red Wine,96.0,"A wine of great depth and integrity, 2017 Backus offers aromatic blackberry, blueberry, cocoa powder and black pepper with notes of forest floor and fragrant young violet. Powerful tannin structure envelopes vibrant layers of crushed rock minerality and black fruit with a fresh, inviting, lingering finish."
Joseph Phelps Backus Vineyard Cabernet Sauvignon (3 Liter - autographed) 2003,"Oakville, Napa Valley, California",Red Wine,96.0,"The 2003 Backus Cabernet is saturated in color with a dark purple, ruby red hue. The aromas of mocha, minerality, black fruits and graphite are characteristic of this unique, grand cru vineyard in the Oakville appellation. The incredible nose is framed by robust tannins, bright fruit flavors and subtle French oak notes, with a depth and concentration that follows through on the palate. "
Joseph Phelps Insignia (1.5 Liter Magnum) 2001,"Napa Valley, California",Red Wine,96.0,"With complex aromas of black cherry, plum, chocolate, currant and toasty oak, the wine displays layers of flavor and richness that disguise its power and longevity. Beautifully crafted and balanced, Insignia reflects a new level of quality from both the vineyards and the growing regions. ""A triumph. Aged nearly two years in all-new French oak, this massive wine stuns with its superb balance. Manages the elusive challenge of reining in hugely ripe black currant, cherry and oak flavors and sweet tannins while keeping the palate impression soft and alluring, almost feminine. Just gorgeous right out of the bottle, but should develop effortlessly through the decade and beyond.""-Wine Enthusiast "
Joseph Phelps Insignia (1.5 Liter Magnum) 2015,"Napa Valley, California",Red Wine,97.0,"The 2015 Insignia is densely hued with rich dark fruit, cocoa powder and fragrant dried flower notes. Velvety texture and weight on the palate with layers of juicy black plum, Madagascar vanilla and bergamot. Bold, creamy and supple with integrated tannin structure and a lengthy finish."
Joseph Phelps Insignia (1.5 Liter Magnum) 2014,"Napa Valley, California",Red Wine,96.0,"The 2014 Insignia opens with expressive blackberry, cocoa powder, Bergamot and floral aromatics. Fresh and focused with concentrated black fruit, mocha, cardamom and Madagascar vanilla notes. Opulent and rich with supple tannin structure and balance."
Joseph Phelps Insignia 2014,"Napa Valley, California",Red Wine,96.0,"The 2014 Insignia opens with expressive blackberry, cocoa powder, Bergamot and floral aromatics. Fresh and focused with concentrated black fruit, mocha, cardamom and Madagascar vanilla notes. Opulent and rich with supple tannin structure and balance."
K Vintners Cattle King Syrah 2013,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,98.0,"Power! Layers of licorice, black olive, meat, smoke, dark fruit, white and black pepper. Deep, concentrated and just awesome. This wine is rich, dense and delicious!"
K Vintners Motor City Kitty Syrah 2013,Washington,Red Wine,96.0,"A dark, dense mouthful of boysenberry, blackberry and damp earth. Layer in olives and blood for a savory, expansive wine. "
K Vintners Northridge Syrah 2007,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,96.0,"Extremely concentrated, intense color. Notes of huckleberry, cedar, cigar and kirsch. Built like a brick shit-house; exuberant ripe fruit with grippy backbone and spice and a seamless finish. "
K Vintners Rockgarden Syrah 2012,Washington,Red Wine,96.0,"Supple, rich & earthy, areal, oh-so-profound wine with great depth. Asian 5 spice, cool ash, game and just exotic. Oh-so-smooth, deep & classic."
K Vintners The Beautiful Syrah 2012,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,97.0,"Feminine, deep and compelling. First off a beautiful fragrance of black plum, exotic spice, toasted brioche. Luxurious and sexy with a palate anchored with crushed rock, wet earth and garrigue. Always beautiful."
K Vintners The Hustler Syrah 2009,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,96.0,"""The Hustler ""is from the oldest Syrah vineyard in the Walla Walla Valley. I've only made this wine three times in the past ten years. 35 months in barrel. Great depth and concentration, aromas of cool campfire ash, game and roasted herbs. Silky and plush with a lot of ""WOW,"" seamless and complete, this is the last Hustler of the decade.  "
K Vintners Wells Syrah (1.5 Liter Magnum) 2006,"Walla Walla Valley, Columbia Valley, Washington",Red Wine,97.0,"Textbook K Syrah. Game, black olive, crushed stone and a bouquet of fresh flowers thrown in."
Kaesler Old Bastard Shiraz 2005,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,98.0,"""As good as the preceding wines may be, they pale in the shadow of the 2005 Shiraz ""Old Bastard"", sourced from a 114-year-old vineyard, and which spent 22 months in new and one-year-old French oak. It presents a superb perfume of cedar, violets, lavender, smoked meat, game, black raspberry, and blueberry. This leads to a voluptuous, velvety-textured, layered, super concentrated Shiraz in perfect balance with well-concealed tannins and a 60-second, pure finish. Give it 6-8 years and drink it through 2035. The Kaesler family, of Silesian origin, emigrated to the Barossa in the 1840s. The winemaking is in the hands of Reid Bosward and Stephen Dew."" - Wine Advocate"
Kaesler Stonehorse Shiraz 2002,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,96.0,"The ""Stonehorse"" wines are vinified to make styles that emphasise fruit characteristics with complementary barrel maturation. The oak is used to support the palate with firm dignified structure, and spice the nose like truffles in pasta."
Kalin Cuvee CH Chardonnay 1995,"Sonoma Coast, Sonoma County, California",White Wine,96.0,"The 1995 vintage produced roasted nut aromas combined with crisp apple-like flavors to produce a terroir-driven, Meursault style Chardonnay. The scents and flavors of this wine emanate from the marine fogscape of the Sonoma Coast, and the marine shale and limestone terroir. These rich flavors and aromas are reminiscent of a freshly baked yellow plum tart, ground cinnamon, roasted almonds, etc.  The unusually favorable fruit-acid structure of this cool climate wine will allow for the sustained development of bottle complexity."
Kamen Estate Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,96.0,"The 2013 Cabernet Sauvignon greets you with a burst of intense aromatics. A cornucopia of black fruits, wild berries, dark sweet cherries, tea, mocha, black cardamom, acacia flowers, suede, sun baked river rocks and a subtle hint of star anise. The palate is lush, concentrated and beautifully balanced. It possesses amazing fruit purity, layered complexity, velvety tannins, a powerful mouthfeel and an endless finish. Enjoy now and over its 20 year evolution."
Kamen Estate Cabernet Sauvignon 2012,"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,96.0,"Rich and lush with a pure fruit filled core exibiting notes of black mountain berries, black cherries, wild black raspberries, roasted plums and crushed rock. The effusive nose continues with aromas of graphite, violets, suede, exotic black cardamom, Ceylon cinnamon and a hint of fresh black pepper. This perfectly balanced Cabernet Sauvignon is both extracted and structured and will drink well now and over the next 20 years."
Kamen Estate Cabernet Sauvignon 2013,"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,96.0,"The 2013 Cabernet Sauvignon greets you with a burst of intense aromatics. A cornucopia of black fruits, wild berries, dark sweet cherries, tea, mocha, black cardamom, acacia flowers, suede, sun baked river rocks and a subtle hint of star anise. The palate is lush, concentrated and beautifully balanced. It possesses amazing fruit purity, layered complexity, velvety tannins, a powerful mouthfeel and an endless finish. Enjoy now and over its 20 year evolution."
Kamen Estate Cabernet Sauvignon 2014,"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,96.0,"Kamen Estate's 2014 Cabernet is incredibly balanced and sings from the glass with layers and layers of heady aromas and concentrated flavors. Wild blueberries, tree ripened plums, raspberry popovers, marzipan, graphite, licorice whip, milk chocolate and forest floor. The estate’s hallmark notes of violets and crushed rock are ever present. This wine is supremely generous and approachable in its youth, however, its elegance and power make a strong argument for cellaring over the next 20 years."
Kamen Estate Kashmir Cabernet Sauvignon 2012,"Sonoma Valley, Sonoma County, California",Red Wine,98.0,"This intensely aromatic wine sings from the glass with the perfumeof ripe blackberry, wild raspberries, roasted plums, dark chocolate,Christmas fruitcake, charcoal, wet stone and the exotic hint ofsandalwood. Sweet, lush fruit explodes on the palate. Concentratedand gripping yet ethereal and elegant. The wine’s expansive flavorprofile delivers lush layers, firm yet silky tannins and a monumentalfinish. Enjoy now or cellar over the next 30 years."
Kanzler Vineyards Pinot Noir 2007,"North Coast, California",Red Wine,96.0,"Dark ruby color. Intense flavors of black cherry, boysenberry and blueberry. Wonderful nose of rose petals and spice combined with a delightful earthiness. A big, but well balanced wine with good acid and soft tannins to complement the conentrated fruit flavors. A wine that reveals layer upon layer of mouthwatering structure, depth and complexity as it lingers on the palette. "
Kapcsandy Family Winery Rapszodia 2012,"Yountville, Napa Valley, California",Red Wine,98.0,"A rich, ethereal style wine. Sweet tobacco, herbs, mint, licorice, new leather, smoke and incense are some of the many notes that flesh out in the Rapszodia. This is a wine built in pure elegance and finesse. The silky, gracious finish leaves a lasting impression."
Kapcsandy Family Winery State Lane Cabernet Sauvignon Grand Vin 2005,"Yountville, Napa Valley, California",Red Wine,98.0,"Blend: 80% Cabernet Sauvignon, 14% Merlot, 6% Cabernet Franc,"
Kapcsandy Family Winery State Lane Cabernet Sauvignon Grand Vin 2017,"Yountville, Napa Valley, California",Red Wine,96.0,100% Cabernet Sauvignon
Kapcsandy Family Winery State Lane Vineyard Estate Cuvee 2007,"Napa Valley, California",Red Wine,96.0,"46% Cabernet Sauvignon, 46% Merlot, 6% Cab Franc, 2% Petite Verdot"
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve 2006,"Yountville, Napa Valley, California",Red Wine,96.0,"The Roberta's Reserve exhibits classic Merlot notes of chocolate fudge and mocha intertwined with black currants, sweet black cherries, and hints of smoke and forest floor. The complex aromatics are accompanied by an opulent, lush wine displaying terrific definition."
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve 2008,"Yountville, Napa Valley, California",Red Wine,99.0,"Flagship Merlot-based wine from Kapcsandy Family, in part an homage to the exceptional wines of Pomerol, Bordeaux. From the finest parcels of Merlot on the estate and only 7% of our entire production."
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve 2010,"Yountville, Napa Valley, California",Red Wine,97.0,"Blend: 95% Merlot, 5% Cabernet Franc "
Kapcsandy Family Winery State Lane Vineyard Roberta's Reserve 2014,"Yountville, Napa Valley, California",Red Wine,96.0,Full body and superb tannin tension with polish and balance. Harmony. The layers and texture to this are phenomenal. The greatest American merlot ever made. Ranks the best in the world.
Kathryn Kennedy Santa Cruz Mountains Estate Cabernet Sauvignon 2012,"Santa Cruz Mountains, California",Red Wine,97.0,"After a series of cool and cold vintages, 2012 brought a warm and more typical growing season. The larger than normal crop load served only to usher a slow and long ripening. This new vintage surprises in its appeal as current drinking big scale Cabernet. It has a spectacular mouthfeel with a dense core of fruit and soil flavors all carried by an “on target” balance."
Kay Brothers Block 6 Shiraz 1998,"McLaren Vale, South Australia, Australia",Red Wine,98.0,"Robust, rich and full flavored, displaying complex and varied fruit and spice characters with abundant fine tannins leading to a long lingering finish. "
Kay Brothers Block 6 Shiraz 2001,"McLaren Vale, South Australia, Australia",Red Wine,98.0,"""Robust, rich and full flavoured, displaying complex and varied fruit and spice characters with abundant fine tannins leading to a long lingering finish. This vintage is very well structured and with further bottle age will become a wonderful mouth filling harmony. I am often asked how long this will take. It's about 7 years till the wine plateaus but it should live many years beyond with good cellaring but do watch the corks as some will last decades but more than likely most much less. I am looking forward to the day when we use the Stelvin screw cap closure rather than cork!""  "
Kay Brothers Block 6 Shiraz 2004,"McLaren Vale, South Australia, Australia",Red Wine,98.0,"The Block 6 vineyard faces east and rows run north-south with vine spacing 12 feet between vines in row. Vines are cane and spur pruned with the canes wrapped on the top wire of the trellis. The present four acres comprises a corner of red loam, some heavy clay in the middle of the block and gravely alluvial soils on the lower side. The underlying geology consists of quartz, ironstone and some silty limestone. "
Kay Brothers Hillside Shiraz 1999,"McLaren Vale, South Australia, Australia",Red Wine,96.0,During the last decade of the 19th Century Herbert & Frederick Kay planted the first Shiraz vines on the eastern hillside of their McLaren Vale Amery Vineyard. In 1992 the last of those original Hillside Shiraz plantings - Block 6 - celebrated its centenary and to commemorate this milestone Herbert's grandson Colin began replanting the old Hillside vineyard using cuttings taken from the ancient gnarled vines of Block 6. 
Keenan Mernet Reserve (1.5 Liter Magnum) 2007,"Napa Valley, California",Red Wine,97.0,"2007 is our 9th consecutive vintage of ""Mernet"" (mare-nay), our proprietary marriage of Merlot and Cabernet. Each blend has been half Merlot and half Cabernet, but no two wines have had the same vineyard combinations. This year the Merlot half is equally split between the ""Mailbox Vineyard"" and the Carneros Merlot. The Cabernet half of the blend is all estate clone 7. The resulting wine is a seamless blend of the two varietals with an emphasis on high-toned sweet, delicious rich fruit with an almost hidden depth and structure to allow for indefinite aging. Enjoy now or decades from now."
Keenan Mernet Reserve 2002,"Spring Mountain District, Napa Valley, California",Red Wine,96.0,"This marriage of varietals is deemed “Mernet” (Mare-nay) by winery president, Michael Keenan. The name stems from the components of the blend – Mer(lot) and (Caber)net, with each of the wines supplying what the other may have lacked. The finished wine is a beautifully balanced, full-bodied wine that will radiate impressive flavors and aromas for many years to come."
Keenan Mernet Reserve 2006,"Spring Mountain District, Napa Valley, California",Red Wine,96.0,"2006 is the 8th consecutive vintage of ""Mernet"" (mare-nay), Rober Keenan's proprietary marriage of Merlot and Cabernet. Each blend has been half Merlot and half Cabernet but no two wines have hadthe same vineyard combination. This year the Merlot half is from the ""Mailbox Vineyard"" and the Cabernet half is equally split between estate Cabernet Sauvignon (clone 15) and estateCabernet Franc. The resulting wine is a seamless blend of the three varietals with an emphasis on high-toned sweet, delicious rich fruit with an almost hidden depth and structure to allow for indefinite aging. Enjoy now or decades from now."
Keenan Mernet Reserve 2007,"Spring Mountain District, Napa Valley, California",Red Wine,97.0,"2007 is our 9th consecutive vintage of ""Mernet"" (mare-nay), our proprietary marriage of Merlot and Cabernet. Each blend has been half Merlot and half Cabernet, but no two wines have had the same vineyard combinations. This year the Merlot half is equally split between the ""Mailbox Vineyard"" and the Carneros Merlot. The Cabernet half of the blend is all estate clone 7. The resulting wine is a seamless blend of the two varietals with an emphasis on high-toned sweet, delicious rich fruit with an almost hidden depth and structure to allow for indefinite aging. Enjoy now or decades from now."
Kilikanoon Attunga 1865 Shiraz 2005,"Clare Valley, South Australia, Australia",Red Wine,97.0,"Attunga 1865 Shiraz is a single vineyard, Clare Valley Shiraz made from some of Australia's oldest living vines. These 900 individual Shiraz vines, planted in Clare's ancient Terra Rossa soils, were established in 1865 before the phylloxera scourge which decimated the vines of Europe and the USA. "
Kilikanoon Oracle Shiraz 2003,"Clare Valley, South Australia, Australia",Red Wine,97.0,"Intense, inky / crimson red with distinct youthful, purple hues. Lifted sweet plum and berry fruits. Hints of coffee, chocolate and menthol integrate and complex well with the spicy French oak. Palate is richly textured and flavoured, initial sweet plum and berry fruits integrated with the firm tannins and a smooth, alcohol finish. The palates natural acidity and subtle oak characters provide length, complexity and persistence."
Kilikanoon Parable Shiraz 2004,Australia,Red Wine,96.0,"The 2004 Parable is made entirely from the grapes of two premium vineyards in the McLaren Vale region. Both vineyards are low yielding, traditionally managed and are between 30 and  45 years of age.  Traditional vinification techniques using small separate batches of fruit, open fermenters and basket pressing has  created a full bodied and flavoursome Shiraz. The wine  was matured for 2 years in small American and French  oak casks before careful blending and bottling unfiltered  to ensure the preservation of the intense varietal  characters. "
Kinsella Estates Heirloom Vineyard Cabernet Sauvignon 2014,"Dry Creek Valley, Sonoma County, California",Red Wine,96.0,"While it was the third consecutive year marked by limited rainfall, the 2014 vintage offered a perfectly temperate growing season characterized by long, moderate days and cool, clear nights. The year began with warm spring conditions that gave way to an early bud break and the consistent, dry weather afforded an optimal fruit set of small berries with incredible concentration. Crop yields were down a bit from 2013, but the quality was magnificent. It was a textbook growing season, every winemaker’s dream."
Kistler Vineyards Cuvee Catherine Pinot Noir (torn label) 2005,"Russian River, Sonoma County, California",Red Wine,96.0,"A tightly wound, purple wine brimming with cassis, violet and minerals. A wine which combines finesse with power."
Kistler Vineyards Cuvee Cathleen Chardonnay 2002,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",White Wine,96.0,"This vineyard produces one of our most complete and complex Chardonnays, and nears perfection on an annual basis."
Kistler Vineyards Cuvee Cathleen Chardonnay 2006,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",White Wine,98.0,"This vineyard produces one of our most complete and complex Chardonnays, and nears perfection on an annual basis."
Kistler Vineyards Cuvee Cathleen Chardonnay 2007,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",White Wine,97.0,"Produces one of our most complete and complex chardonnays, and nears perfection on an annual basis."
Kistler Vineyards Cuvee Natalie Pinot Noir 2007,"Sonoma Coast, Sonoma County, California",Red Wine,96.0,"One of the rare uplifts of red, older iron oxide driven soils in the area, mixed with gravel. A consistently elegant wine marked by red floral notes and a striking perfume."
Kistler Vineyards Dutton Ranch Chardonnay 2005,"Russian River, Sonoma County, California",White Wine,96.0,"Produced since 1979. Wine grapes planted to what was once the premiere apple growing region of western Sonoma County, located in the heart of the Sonoma Coast region. Annually results in a wine of precision, with focused, structural acids layered through a body of delicate orchard fruit tones and overlaid with roasted grain."
Kistler Vineyards Dutton Ranch Chardonnay 2015,"Russian River, Sonoma County, California",White Wine,96.0,"Produced since 1979. Wine grapes planted to what was once the premiere apple growing region of western Sonoma County, located in the heart of the Sonoma Coast region. Annually results in a wine of precision, with focused, structural acids layered through a body of delicate orchard fruit tones and overlaid with roasted grain."
Kistler Vineyards Hudson Chardonnay 2007,"Carneros, California",White Wine,97.0,"Sourced since 1994. Located in the southwestern reaches of Napa County, where a rare mix of volcanic and marine sediment soils meet to produce a wine of depth and elegance, often touched with high pitched tones of iodine, and an oyster shell like minerality."
Kistler Vineyards Hyde Vineyard Chardonnay 2004,"Carneros, California",White Wine,96.0,"Kistler A wine of weight, without being heavy that is consistently supported by a strong acid profile and a steely like sulfide character."
Kistler Vineyards Hyde Vineyard Chardonnay 2005,"Carneros, California",White Wine,96.0,A Chardonnay of weight (without being heavy) that is consistently supported by a strong acid profile and a steely like sulfide character.
Kistler Vineyards Kistler Vineyard Chardonnay 2002,"Sonoma Valley, Sonoma County, California",White Wine,96.0,"Produced since 1986. Just shy of 1800 feet in elevation, in a small bowl on the western edge of the Mayacama mountains lies the original Kistler planting. Thirty year old vines grow dry farmed in deep red volcanic ash, producing a wine with an intense sense of the mountain heritage of the delicate stone fruit that is lifted, like its McCrea cousin, yet firmer, and with a stronger core and added layers of richness."
Kistler Vineyards Kistler Vineyard Chardonnay 2004,"Sonoma Valley, Sonoma County, California",White Wine,96.0,"Produced since 1986. Just shy of 1800 feet in elevation, in a small bowl on the western edge of the Mayacama mountains lies the original Kistler planting. Thirty year old vines grow dry farmed in deep red volcanic ash, producing a wine with an intense sense of the mountain heritage of the delicate stone fruit that is lifted, like its McCrea cousin, yet firmer, and with a stronger core and added layers of richness."
Kistler Vineyards Kistler Vineyard Chardonnay 2007,"Sonoma Valley, Sonoma County, California",White Wine,96.0,"Produced since 1986. Just shy of 1800 feet in elevation, in a small bowl on the western edge of the Mayacama mountains lies the original Kistler planting. Thirty year old vines grow dry farmed in deep red volcanic ash, producing a wine with an intense sense of the mountain heritage of the delicate stone fruit that is lifted, like its McCrea cousin, yet firmer, and with a stronger core and added layers of richness."
Kistler Vineyards Kistler Vineyard Pinot Noir 1998,"Sonoma Valley, Sonoma County, California",Red Wine,96.0,"A concentrated wine, with impressive energy to its red and black fruit flavors and subtle earth tones."
